date,headline,sentiment
12/11/17,Korean Banking Behemoth NH Bank Joins Forces with R3 Blockchain Consortium ,-0.5
12/11/17,PlexCoin Founder Jailed ,0.3
12/11/17,"Ron Paul Asks Followers if They Would Rather Invest in Bitcoin or Gold, “Surprised” by the Results ",-0.5
12/11/17,UBS Will Be Launching a Live Ethereum Platform ,0.3
12/11/17,Litecoin Breaks $200 ,-0.4
12/11/17,Nokia Wants to Use Blockchain to Give Individuals More Control Over Their Personal Health Data ,-0.4
12/11/17,CBOE CEO Edward Tilly Calls Out Critics Who Said Their Bitcoin Futures Market Was Rushed ,-0.7
12/11/17,People Have Started Taking Out Mortgages to Buy Bitcoin ,0.4
12/11/17,France Approves Financial Blockchain Trading ,-0.1
12/11/17,"Saxo Bank’s Global Strategist Predicts Bitcoin To Reach $100,000 ",0.2
12/11/17,"Bitcoin Whales Own More Than 40 Percent Of All Bitcoin, Could 1,000 People Break The Cryptocurrency? ",0.5
12/11/17,"Hard Fork, Super Bitcoin, Launches Tomorrow Aiming At “Making Bitcoin Great Again” ",0.9
12/11/17,"Russia, China, and Iran Working Out Deals To Trade Oil With Cryptocurrency ",0.5
12/11/17,"Bitcoin Takes On Wall Street, Bitcoin Futures Officially Launched Last Night ",0
12/11/17,Bitcoin Mining Operations Cause Blackouts ,0.2
12/11/17,"Litecoin Taking Off, Up 87 Percent This Week ",-0.5
12/11/17,Bitcoin Platinum Turns Out to Be a Scam ,-0.9
12/11/17,ETF Fund Provider VanEck Files Bitcoin ETF Application ,0
12/11/17,Victory Square Technologies Reveals Blockchain-Based Portfolio Company ,-0.1
12/10/17,Bitcoin Prices Surge After CBOE Begins Futures Trading ,0
12/9/17,A Parcel Bomber in Germany Just Demanded His/Her Ransom to be Paid in Bitcoin ,0.1
12/9/17,Tyler and Cameron Winklevoss Forecast the Bitcoin Market will Pass Trillions of Dollars ,0
12/9/17,Bitcoin Community Raises $1.6M for Bitcoin Expert Andreas Antonopoulos ,0.4
12/8/17,Altcoins Soaring As Bitcoin Suffers? ,-0.1
12/8/17,Craigslist Now Offers Cryptocurrency Payment Requests ,0.4
12/8/17,Is Bitcoin Like The American Revolution Currency? ,0.3
12/8/17,Litecoin Up Above 30 Percent In Just 24 Hours ,0.3
12/8/17,Lionel Messi: The Latest Blockchain Enthusiast ,0
12/7/17,Bulgarian Law Enforcement Holding $3 Billion of Bitcoin of Bitcoin ,0
12/7/17,Valve No Longer Accepts Bitcoin as Payment ,-0.2
12/7/17,Coinbase Not Growing Fast Enough? ,-0.4
12/7/17,Wall Street Banks are Saying ‘No’ to the Bitcoin Futures Contracts ,-0.6
12/7/17,Bank of America Gets Approval Of Cryptocurrency Exchange Patent ,0.6
12/7/17,Bitcoin Marketplace NiceHash Hacked – Over $64 Million Stolen ,-0.9
12/7/17,"Bitcoin Reaches Above $19,500 On GDAX, Smashes Records ",0.4
12/7/17,"Bitcoin To Become Legal In Russia, Mining Might Be Illegal ",-0.1
12/7/17,"Bitcoin Back Above $18,000 After Coinbase and GDAX Crash ",-0.5
12/6/17,"Breaking! BITCOIN Grows 20% In Just 24 Hours, Smashing Above $14,000 ",0.5
12/6/17,Cryptocurrency Market Now Worth More Than JPMorgan ,0.8
12/6/17,Federal Reserve Nominee Driving Up Bitcoin’s Price? ,0
12/6/17, UK Singer Lilly Allen Could’ve Been A Billionaire With Bitcoin Gig ,0.2
12/6/17,"Revolut App Will Now Support Bitcoin, Ether, and Litecoin ",0.5
12/6/17,UK Rolls-Royce Owner Puts Car Up For Sale In Exchange For Bitcoin ,0
12/6/17,"$96 Million Of Bitcoin Burried At A Landfill, Owner Plans To Dig It Up ",0.6
12/6/17,"Bitcoin Reaches $13,000, How High Will It Go? ",0.3
12/6/17,IOTA On The Rise: Passes Ripple And Breaks Yet Another Record ,0
12/6/17,Paypal Co-Founder Fan Of Blockchain But Still Unsure About Bitcoin ,0.5
12/6/17,South Africa Now Allows Traffic Fines to be Paid by Bitcoin ,0.8
12/6/17,New App Developed to Warn of Bitcoin Crash ,-0.6
12/6/17,Airline Carrier Now Accepting Bitcoin and Ethereum Payments ,0.4
12/6/17,Hedge Funds May Begin Betting Against Bitcoin ,0
12/6/17,Victory Square Joins Market-Leading Blockchain Investment Organization ,0.5
12/6/17,Victory Square Selected to Join Elite Investment Group: Blockchain Investors Consortium ,0
12/5/17,Bitfinex Plans to Sue Critics ,0
12/5/17,"Mariah Carey, Toby Keith, and Sia Are Now Selling Albums For Monero ",0
12/5/17,"Bitcoin Hits $12,000 And Reaches Above $200 Billion ",0.2
12/5/17,Monero Above $240 Smashing Records ,0.9
12/4/17,Indonesia Will Ban Bitcoin in 2018 ,0
12/4/17,Bitcoin Mining Could Consume All of the World’s Electricity Supply By 2020 ,-0.7
12/4/17,Tesla S Owner Mines Bitcoin In The Trunk Of His Car ,0
12/4/17,IOTA Up 55% And Has Just Passed DASH ,0.7
12/4/17,19.9 Percent Of Americans ‘Underbanked’ And Coinsource Launches 20 New Bitcoin ATMs ,0.3
12/4/17,Russian Santa Upset With Putin’s Crypto Stance ,-0.8
12/4/17,Four New Blockchain Bills Just Filed By NY Assemblyman ,0.1
12/4/17,"Bitcoin Still Above $11,000 ",0.3
12/4/17,Bitcoin Just Made The US Olympic Winklevoss Twins Billionaires ,0
12/4/17,CryptoKitties Etherum Based Crypto Game Racks in $3 Million ,0.2
12/4/17,The Philippines Plans to Regulate ICOs ,0
12/3/17,CME Group Ready to Conclude Integration of its Bitcoin Futures Exchange by Dec. 17 ,0.6
12/3/17,Billionaire Ken Griffin Compares Bitcoin’s Price to Dutch Tulip Bulb Market Bubble ,0.1
12/3/17,MGT Capital’s John McAfee Increases 2020 Bitcoin Price Target to $1M ,0.5
12/3/17,"Bitcoin Reaches New High By Exceeding $11,700 Mark ",0.2
12/2/17,Finance Minister of India Says Cryptocurrencies Are Not a Legal Tender ,-0.6
12/2/17,U.S. Senate Working On Bill S.1241; A Proposed Law That Will Criminalize the Suppression of Digital Currencies Ownership ,-0.4
12/2/17,Press Secretary Sanders Confirms White House is Watching Bitcoin ,0.2
12/2/17,Nobel Laureate Robert J. Shiller Believes Bitcoin Will Crash ,-0.3
12/1/17,Bitcoin Futures Get The Green Light ,0.3
12/1/17,You Can Now Pay Your Rent With Cryptocurrency ,-0.4
12/1/17,‘Microraiden’ Is Live On The Ethereum Blockchain ,0
12/1/17,"How did Bitcoin Reach $10,000? ",0
12/1/17,"Bitcoin Back Above $10,500 ",0.4
11/30/17,Dr. Joseph Stiglitz Declares That Bitcoin Should be Banned ,-0.3
11/30/17,"Back In The Green, Top Cryptocurrencies On The Rise Once More ",0.9
11/30/17,PwC Accepts First Bitcoin Payment ,0.5
11/30/17,Turkey Declares Bitcoin “Not Compatible” for Muslims ,-0.7
11/30/17,Goldman CEO View: Bitcoin Not Valid Currency ,-0.6
11/30/17,Bitcoin Gold Attacked by Hackers ,-0.5
11/30/17,Litecoin Said to Be Bitcoin’s Biggest Competition ,0.2
11/30/17,Will Ripple Pass Bitcoin? ,0
11/30/17,"BREAKING: IRS Cracks Down On CoinBase and 14,355 Users Will Be Reported ",-0.6
11/30/17,Blockstack Evades Phishing Attack on ICO ,0
11/30/17,Gibraltar Makes Massive Announcement at BlockShow Asia 2017 ,0.5
11/30/17,"Breaking News! Bitcoin’s Value Drops $2,000 ",0
11/30/17,Sir Jon Cunliffe: Bitcoin is No Threat to the Worldwide Economy ,-0.1
11/30/17,Ukrainian Shipper Negotiating First Ever Bitcoin Transaction ,0.5
11/30/17,South Korea Close to Finishing Regulatory Drafts for Bitcoin Exchanges ,0.4
11/29/17,Bitcoin Cash Will Be Increasing Its Block Size Even More in the New Year ,0.7
11/29/17,A New Blockchain ETF Filed for SEC Approval ,0.2
11/29/17,"DASH Reaches $800, up 17% ",-0.1
11/29/17,Ethereum Reaches New All-Time High ,0.2
11/29/17,"Bitcoin Passes $11,000 ",0.4
11/29/17,IOTA Creating New Blockchain Technology ,0.1
11/28/17,TechCrunch Founder Michael Arrington to Raise $100M for Ripple Hedge Fund ,0
11/28/17,Bitcoin Wallet App Maker Abra Announces the Integration of Ethereum ,0.6
11/28/17,"Bitcoin’s Market Value Just Passed Disney, Yes Disney ",0.8
11/28/17,The Search for Bitcoin Founder Satoshi Nakamoto Continues ,0.3
11/28/17,Modernizing of the AML Laws May Have Criminal Effects on Cryptocurrency Future Trading ,0.6
11/28/17,More People than Ever Before Looking Up Bitcoin on the Internet ,0
11/28/17,BBVA Joins Forces with Blockchain Company Waves to Create Shipping Solution ,-0.2
11/28/17,SingularityNET Discloses $36 Million ICO to Fund its AI Platform ,-0.1
11/28/17,Will the Oversupply of Bitcoin Burst the Bubble? One Analyst Says Yes ,0
11/28/17,Tesla’s CEO Elon Musk the creator of Bitcoin? ,0
11/28/17,"Bitcoin Reaches $10,000 ",0.2
11/28/17,Ethereum Price Gains Help Sales of NVIDIA’s GPUs ,0.2
11/28/17,World’s Largest Bitcoin Exchange From Tokyo bitFlyer: Enters US Market ,0.8
11/27/17,Bitcoin Exchange Coinbase Surpasses Stock Brokerage Schwab in Active Users ,0.3
11/27/17,Bitcoin Gold May Drop ,0
11/27/17,Bitcoin To Become a Safe Haven For Investors During Next StockMarket Crash? ,0
11/27/17,The Bitcoin Mining Network’s Estimated Power Use Exceeds That of 19 European Countries ,0.9
11/27/17,Bitcoin To Reach 12.6 Million Viewers On Popular ‘Big Bang Theory’ Tv Show ,0.7
11/27/17,"Bitcoin Price At Second New All-Time High in Past 24 Hours: $9,771 ",0.1
11/27/17,$490: Ethereum Reaches New Record High And Climbing ,0.8
11/27/17,Blockchain Making Stocks Soar ,0
11/27/17,Breaking: Litecoin Reaches High ,0.4
11/27/17,Seoul Government Officially Selects Samsung SDS for Municipal Blockchain Implementation ,-0.2
11/27/17,Bitcoin Exchange Platform Coinbase Becomes #1 Trending iOS App ,-0.2
11/27/17,Iran Welcomes the Use of Bitcoin Through Regulation ,0.4
11/27/17,Credit Suisse Predicts Square App to See Notable $30 Million Revenue Gains Due to Bitcoin Incorporation ,0.6
11/27/17,"Lost Hard Drive Full of 7,500 Bitcoins Now Worth $72 Million ",0
11/27/17,GPU Manufacturing Companies Benefit from Boost in Bitcoin ,0.3
11/24/17,"Another Crypto Heist? This Time It’s 100,000 Euros In Austria ",-0.2
11/24/17,Ether: Another Record Broken and Still Rising ,-0.7
11/24/17,"Blockchain Meets The Skies, Air New Zealand Initiates Partnership ",0
11/24/17,Swiss National Bank Chairman: Cryptocurrency Is Just An Investment and Not An Actual Currency ,-0.2
11/23/17,Bitcoin Cash Back Above $1500 ,0.3
11/23/17,Breaking: Ether Smashed Its Record Today At Over $400 ,-0.6
11/23/17,"Keiser Predicts Bitcoin To Reach $100,000 ",0.1
11/22/17,Ripple: Cross Border Payments Initiated Between Singapore and India ,0
11/22/17,Breaking: First Bitcoin Mutual Fund Launches In Europe ,0
11/22/17,Morocco Bans Cryptocurrency ,0.2
11/22/17,UBER: Yet Another Hack Mobile Wallets At Risk? ,0
11/22/17,Breaking: Monero Hits All-Time High ,0.3
11/21/17,Hacker Completely Crippled Sacramento Regional Transit and Ransomed For One Bitcoin ,-0.7
11/21/17,Another Heist? $30 Million Worth Of Bitcoin Stolen on Tether ,0
11/21/17,Blockchain and Bitcoin Smash Records ,0.6
11/21/17,Do You Have An Android Cryptocurrency Wallet? You May Be At Risk ,0
11/21/17,"BREAKING! Ethereum Based ICO Runs Away With $375,000  ",0
11/20/17,"Capital Management Founder Projects Bitcoin To Reach $400,000 ",0
11/20/17,Russia: Bitcoin Will “Never” Be Legal ,-0.2
11/20/17,CME Bitcoin Trades Set For December 11th ,0.1
11/20/17,Square: Credit Suisse Analyst Says Company Will Make $30 Million From Bitcoin ,-0.5
11/20/17,"All-Time High: Bitcoin Breaks Over $8,200 ",0
11/17/17,First Bitcoin Litecoin Network Swap Success ,0.7
11/17/17,"BREAKING: Bitcoin Reaches $8,000 ",0
11/17/17,Switzerland: Two New Bitcoin Futures Projects Emerge ,0.2
11/17/17,Harry Potter Themed Cryptocurrency Initiates Test Launch ,0.2
11/16/17,How high does Bitcoin’s prices have to reach before the typical Bitcoin investor sells it? ,0
11/16/17,Bitcoin Cash Crumble? ,0
11/16/17,Breaking: Top Audit Firm Joins The Blockchain Alliance ,0.8
11/16/17,Breaking: American Express Has Entered The Blockchain Arena ,-0.3
11/16/17,Japan Passed China and Is Now Leading The Way In Cryptocurrency ,0.5
11/16/17,Morgan Stanley CEO Rips Bitcoin ,-0.3
11/15/17,Extradition Bitcoin Laundering Hearing Causing Rift Between US And Russia Courts ,-0.8
11/15/17,Breaking: Square Inc Making BIG Moves With Bitcoin ,0
11/15/17,$100 Billion UK Hedgefund Exploring Bitcoin ,0.5
11/15/17,Canada: 2018 Blockchain Digital Identification ,0
11/15/17,"Bitcoin Is On The Rise, Back Above $7000 ",0.4
11/15/17,"$160 Million Frozen, No End In Sight ",-0.8
11/14/17,Russian Central Bank Official Commends ICOs for Possible Funding Opportunities ,0.5
11/14/17,Bitcoin: Zimbabwe’s Only Hope? ,0
11/14/17,Credit Card Giant Mastercard Applies for Instant Blockchain Payments Patent ,0
11/14/17,Wall Street Ready For Bitcoin Futures Introduction ,0.3
11/14/17,"Chinese Ban on Bitcoin Mining Rumors Circulate, Amidst Official Document Releases ",0.4
11/14/17,SEC’s Chief Accountant: Auditors Focus Should Be On Blockchain Technology ,0
11/14/17,NVIDIA’s Crypto Mining Sales Drop Half ,-0.3
11/14/17,"Bitcoin Cash Upgrade Complete, Bitcoin In Trouble? ",-0.1
11/14/17,Bitcoin Death Spiral? ,0
11/10/17,US Customs and Border Patrol Embrace Blockchain ,0.1
11/10/17,European Central Bank “Closely” Monitoring Cryptocurrency ,0
11/10/17,"Bitcoin Cash: Up 49%, could it be the new Bitcoin by mid 2018? ",0
11/10/17,"BREAKING: Bitcoin falls below $7,000! ",0
11/10/17,"Bitcoin Is Not A Bubble, Here’s Why ",-0.5
11/9/17,Study Finds: One-In-Four Millennials Ditching Stocks For Bitcoin ,0.7
11/9/17,"Your Private Crypto Keys Safe, For Now ",0.7
11/8/17,Breaking: Monaco Cryptocurrency Card Backed By Visa ,0.3
11/8/17,Can A Bubble Be A Good Thing? ConsenSys CEO Seems To Think So ,0.3
11/8/17,Ethereum Melt Down! $300 Million in Funds ‘Accidentally’ Frozen by One User ,0
11/8/17,"Hard Fork News: Bitcoin SegWit2x Suspended, Price Jumps ",-0.7
11/6/17,Can You Make a Fortune out of Bitcoin? Richard Branson and Bill Gates Seem to Think So ,0
11/3/17,"Where to keep up with Ethereum’s Fork, real-time. ",-0.1
11/3/17,"BREAKING: Bitcoin Soars 6% to $7,400 in just 24 hours ",0
11/2/17,Status: Ethereum Mobile Wallet Pledges $1 Million ,0
11/2/17,Bitcoin Just A Bubble? Credit Suisse CEO’s Prediction ,0.2
11/2/17,Amazon Subsidiary Registers Three Additional Cryptocurrency-Related Web Domains ,-0.5
11/1/17,Blockchain Explained | What is A Blockchain? ,0
11/1/17,Blockchain 101 | Everything You Need To Know About Blockchain Technology ,0.1
11/1/17,Swiss Startup Etherisc Offers Blockchain Flight Delay Insurance To Devcon3 ,-0.6
11/1/17,Blockchain Explained | Why You Should Use a Blockchain ,-0.2
11/1/17,Blockchain 101 | The Basics of Blockchain Technology ,-0.1
11/1/17,Blockchain 101 | What is a Digital Ledger? ,-0.1
11/1/17,London Stock Exchange Group Exec: Fiat Currencies Are Hampering Blockchain Innovation ,0.2
10/31/17,Ethereum ETN Offered by UK Asset Manager ,0
10/24/17,Urbit: Virtual Server Makes The Shift to Ethereum ,-0.2
10/23/17,The Future? Bitcoin-Ethereum Swap Code Now Available ,0.3
10/23/17,$280: Ether Price One-Month Low ,0
10/20/17,"Taiwan Semiconductor Manufacturing Co. Reports Strong 3Q Revenue, Credits Cryptocurrency Mining ",0
10/20/17,"Ether Prices Remain Strong, Despite Technical Headwinds ",0.3
10/20/17,A New Blockchain Allegiance: Circle Acquires Trigger Finance ,0.1
10/20/17,Time Running Out: What’s Left To Do Before Byzantium ,-0.5
10/18/17,Byzantium Update Sucess? Not Quite Yet. ,-0.2
10/18/17,Hewlett Packard Enterprise and 47 Others Join The Enterprise Ethereum Alliance ,0.3
10/18/17,Close To The Wire: Revised Parity Software Finally Released ,0.7
10/18/17,Byzantium: Ethereum’s Blockchain Software Update Achieved ,-0.2
10/18/17,Parity Founder Calls For Cautious Approaches To Future Forks ,0.5
10/17/17,"Alternative Ethereums, holding steady ",0.7
10/17/17,"As Hard Fork Closes In, Ethereum Developers Hit a Bump with Geth. ",-0.7
10/17/17,"Byzantium: Smooth Sailing, So Far ",0.9
10/16/17,New University Rewards Program Offers Ether To Students ,0
10/16/17,"Pre-Fork Bullish Momentum Fall, Investors Moving Cautiously. ",-0.5
10/13/17,Ethereum’s Confidence High: Will The Blockchain Split Occur? ,0.3
10/10/17,"Ether Gaining Strength, Back Above $300. ",0.7
7/12/17,A Crash in the Cryptocurrency Industry Might Actually Be a Good Thing ,-0.4
7/10/17,3 Altcoins That Have Potential To Be The Next Ethereum Or Bitcoin ,0.1
7/7/17,This is Why Ethereum is Rising Above Bitcoin ,-0.2
7/5/17,Cryptocurrency: Exchange Hack Leads To Hefty Losses ,-0.7
6/6/17,A Potential Reason Behind Bitcoin’s Surge ,0.5
